num__frequencia,num__reprovacoes,num__ira,num__idade,cat__trabalha_SIM,evasão
0.2562379751267234,1.895203101932021,-0.5094037620512095,0.2855048938475115,0.0,NAO
0.7631435346165455,-0.6804211551485831,-0.0322893058661803,-0.1225727816518112,1.0,SIM
-0.0816990645331578,1.895203101932021,-0.6218941622899562,0.5575566775137266,0.0,SIM
0.4252064949566641,2.4357662176156043,-0.901180673227534,-1.0747540244835645,0.0,SIM
0.4252064949566641,-0.7440168158172401,0.8559969580880608,0.1494790020144039,1.0,SIM
-0.5886046240229797,2.4357662176156043,-1.463632674421267,0.8296084611799418,0.0,SIM
0.8476277945315158,-0.7440168158172401,0.1810545566555805,0.8296084611799418,0.0,NAO
-0.2506675843630985,1.4818313075857512,-0.7692953763958998,-0.9387281326504568,1.0,NAO
-0.0816990645331578,0.400705076218584,-0.4473400929539698,-0.1225727816518112,0.0,SIM
0.6786592747015752,-0.7440168158172401,1.0421879653797794,-0.8027022408173492,0.0,NAO
0.4252064949566641,-0.7440168158172401,0.8792708339995258,0.2855048938475115,1.0,NAO
0.8476277945315158,-0.7440168158172401,1.2089840760786106,0.6935825693468343,0.0,NAO
0.6786592747015752,-0.6804211551485831,1.123646531069906,2.461919163177233,0.0,NAO
0.5096907548716345,-0.6804211551485831,1.0227930687868918,0.1494790020144039,0.0,NAO
-0.2506675843630985,0.1145246032096279,0.1655386393812706,-0.9387281326504568,0.0,SIM
0.5096907548716345,-0.6804211551485831,1.1352834690256388,-0.530650457151134,1.0,NAO
0.932112054446486,-0.7440168158172401,-2.2782183313225364,-0.6666763489842417,0.0,NAO
-0.8420574037678907,0.8776725312335106,-0.5753464104670265,-0.8027022408173492,0.0,SIM
0.3407222350416938,-0.5532298338112694,0.6853218680706518,-1.210779916316672,0.0,NAO
0.5941750147866048,-0.7440168158172401,1.2594108072201171,0.6935825693468343,1.0,NAO
0.7631435346165455,-0.6486233248142548,1.0964936758398636,0.2855048938475115,1.0,NAO
0.5096907548716345,0.3053115852155986,0.5417996332832853,3.686152189675201,0.0,NAO
0.5941750147866048,-0.3624428518052987,0.6193792196548348,-0.8027022408173492,0.0,NAO
-4.136943540451734,-0.7440168158172401,-2.2782183313225364,1.5097379203454795,1.0,NAO
-0.5886046240229797,1.1002573435738097,-0.3969133618124628,0.0134531101812963,0.0,NAO
0.8476277945315158,-0.7440168158172401,1.0421879653797794,-0.530650457151134,0.0,NAO
0.932112054446486,-0.7440168158172401,-2.2782183313225364,-1.0747540244835645,0.0,SIM
0.932112054446486,-0.7440168158172401,-2.2782183313225364,0.5575566775137266,0.0,SIM
0.5941750147866048,-0.7440168158172401,1.0266720481054692,-0.6666763489842417,1.0,NAO
0.3407222350416938,-0.521432003476941,-0.8507539420860267,0.2855048938475115,0.0,SIM
0.0027851953818124,2.4357662176156043,-2.2782183313225364,4.502307540673846,1.0,SIM
0.5096907548716345,0.050928942540971,-0.3348496927152232,-0.9387281326504568,0.0,SIM
0.4252064949566641,-0.7440168158172401,1.1740732622114134,-1.3468058081497796,0.0,NAO
0.5096907548716345,0.3053115852155986,-0.2883019408922935,1.6457638121785874,1.0,SIM
-1.8558685227475349,2.4357662176156043,0.0530482391425239,-0.1225727816518112,0.0,SIM
-0.6730888839379501,2.4357662176156043,-2.095906303349395,3.1420486223427706,1.0,SIM
0.8476277945315158,-0.1080602091306711,0.4331882123631163,1.5097379203454795,1.0,SIM
-1.4334472231726831,1.4182356469170945,-1.3666581914568303,0.0134531101812963,0.0,SIM
-2.193805562407416,0.1145246032096279,0.4370671916816937,2.0538414876779103,1.0,NAO
0.5941750147866048,-0.7440168158172401,0.9064236892295682,0.2855048938475115,0.0,NAO
0.4252064949566641,-0.6804211551485831,1.0460669446983568,-0.1225727816518112,0.0,NAO
-0.5886046240229797,0.400705076218584,-0.0749580783705326,-0.530650457151134,0.0,SIM
0.6786592747015752,-0.4896341731426125,0.8909077719552579,-1.3468058081497796,0.0,NAO
0.2562379751267234,-0.6168254944799263,1.1314044897070608,-0.3946245653180265,0.0,NAO
-0.5041203641080094,2.4357662176156043,0.2896659775757498,-0.6666763489842417,0.0,NAO
0.5941750147866048,-0.0762623787963427,0.1345068048326508,-0.530650457151134,1.0,SIM
0.0027851953818124,0.2735137548812701,0.0103794666381719,1.9178155958448024,1.0,NAO
-1.179994443427772,1.259246495245452,-1.0020341355105482,0.4215307856806191,1.0,SIM
0.0027851953818124,-0.171655869799328,0.5573155505575952,-0.9387281326504568,0.0,NAO
-0.0816990645331578,0.4325029065529124,-0.0749580783705326,0.1494790020144039,1.0,SIM
-0.5886046240229797,2.4357662176156043,-2.2782183313225364,0.9656343530130496,1.0,SIM
0.932112054446486,-0.7440168158172401,0.6969588060263843,0.1494790020144039,1.0,NAO
-0.3351518442780688,-0.1398580394649996,0.3827614812216092,0.0134531101812963,0.0,NAO
0.0027851953818124,-0.6486233248142548,-0.2650280649808285,0.9656343530130496,1.0,NAO
-1.5179314830876534,0.337109415549927,-0.0322893058661803,-0.1225727816518112,1.0,NAO
0.0027851953818124,1.3546399862484373,0.1073539496026087,0.0134531101812963,0.0,NAO
0.5096907548716345,1.7998096109290356,-1.355021253501098,2.1898673795110177,0.0,NAO
0.8476277945315158,-0.7440168158172401,1.1391624483442162,-1.3468058081497796,0.0,SIM
